Category,Name / Question,Details / Answer,Price_KES,Tags_Dietary_Info,Estimated_Prep_Time_mins
Menu,Mushroom,"Mushroom: Price is 270 KES, prep time is 2 mins, dietary info: Vegetarian, Vegan.",270,"Vegetarian, Vegan",2.0
Menu,Beef Sausage,"Beef Sausage: Price is 340 KES, prep time is 2 mins, dietary info: Contains Meat.",340,Contains Meat,2.0
Menu,Beef,"Beef: Price is 430 KES, prep time is 2 mins, dietary info: Contains Meat.",430,Contains Meat,2.0
Menu,Chicken,"Chicken: Price is 430 KES, prep time is 2 mins, dietary info: Contains Meat.",430,Contains Meat,2.0
FAQ,Do you accept M‑Pesa?,"Yup, you can totally pay with M‑Pesa! We also take cards and cash.",,,
FAQ,Is there free WiFi?,Absolutely! Just ask our waiter for the WiFi password when you’re seated.,,,
FAQ,Do you have vegetarian or vegan options?,"Sure do! Try our Veggie Burger, salads, or smoothies. We’ve got a few vegan choices too.",,,
FAQ,Do you take reservations?,Yup! You can reserve a table by calling +254 722 123 456 or booking online.,,,
FAQ,Is there parking available?,"Yes, there’s some parking outside, plus street parking nearby.",,,
FAQ,What is the cancellation policy for reservations?,No problem! Just let us know at least 2 hours before your booking to cancel or reschedule.,,,
FAQ,Can I host a meeting there? 😊,Sure! We’ve got cozy corners perfect for meetings.,,,
FAQ,What’s your signature coffee? 😊,Our Java House Double Latte is a must‑try!,,,
FAQ,Are pets allowed?,"Sorry, not indoors – but our outdoor seating welcomes small pets.",,,
FAQ,Can I book for a birthday party?,Absolutely! We love birthdays. Call ahead to reserve a section. We’ll be happy to help!,,,
FAQ,Do you have sugar‑free drinks? 😊,"Yes, we’ve got sugar‑free juices and coffees on request.",,,
FAQ,Do you have loyalty cards? 😊,Yup! Earn points every time you dine with us.,,,
FAQ,Do you have loyalty cards?,Yup! Earn points every time you dine with us.,,,
FAQ,Can I order online?,"Yup! You can order through Glovo, Uber Eats, or our website. We’ll be happy to help!",,,
FAQ,Can I charge my phone there? 😊,"Sure, there are charging outlets at most tables.",,,
FAQ,Can I order online? 😊,"Yup! You can order through Glovo, Uber Eats, or our website.",,,
FAQ,Can I get takeaway? 😊,Absolutely. Just ask for your meal to go!,,,
FAQ,Can I pre‑order food for pickup?,Sure thing! Call ahead and we’ll have it ready for you.,,,
FAQ,Can I customize my order?,Of course! Just let us know how you like it.,,,
FAQ,What’s your most popular meal?,Our Classic Burger and Chicken Curry are crowd favorites!,,,
FAQ,Do you offer kids’ meals?,"Sure! We’ve got mini burgers, fries, and milkshakes for the little ones.",,,
FAQ,Do you accept card payments? 😊,"Yes, all major cards are accepted – Visa, MasterCard, and more.",,,
FAQ,Can I pre‑order food for pickup? 😊,Sure thing! Call ahead and we’ll have it ready for you.,,,
FAQ,Are pets allowed? 😊,"Sorry, not indoors – but our outdoor seating welcomes small pets.",,,
FAQ,Do you have loyalty cards?,Yup! Earn points every time you dine with us. We’ll be happy to help!,,,
FAQ,Do you offer gift vouchers?,"Yup, we do! Great idea for birthdays and anniversaries.",,,
FAQ,Do you recycle or use eco‑friendly packaging?,We do our best! Most of our packaging is recyclable or biodegradable. We’ll be happy to help!,,,
FAQ,Do you offer kids’ meals? 😊,"Sure! We’ve got mini burgers, fries, and milkshakes for the little ones.",,,
FAQ,Do you offer gift vouchers? 😊,"Yup, we do! Great idea for birthdays and anniversaries.",,,
FAQ,Do you accept card payments?,"Yes, all major cards are accepted – Visa, MasterCard, and more.",,,
FAQ,Do you serve local dishes? 😊,Yup! You’ll find Kenyan favorites like nyama choma and ugali on special days. We’ll be happy to help!,,,
FAQ,Can I pay with M‑Pesa?,Definitely! Just use our till number at checkout.,,,
FAQ,What’s your signature coffee?,Our Java House Double Latte is a must‑try! We’ll be happy to help!,,,
FAQ,Do you have daily specials? 😊,Yes! Check out our Lunch Boost and Coffee & Cake promos. We’ll be happy to help!,,,
FAQ,Can I customize my order? 😊,Of course! Just let us know how you like it. We’ll be happy to help!,,,
FAQ,Are pets allowed?,"Sorry, not indoors – but our outdoor seating welcomes small pets. We’ll be happy to help!",,,
FAQ,Can I order online?,"Yup! You can order through Glovo, Uber Eats, or our website.",,,
FAQ,Do you serve breakfast?,Yes! We serve breakfast all day – from pancakes to omelets. We’ll be happy to help!,,,
FAQ,Do you give change in cash? 😊,"Yup, we do. Just ask your server if you need change.",,,
FAQ,Is your food halal? 😊,"Yes, most of our meats are halal certified.",,,
FAQ,Do you serve alcohol?,"Nope, we’re all about great coffee, smoothies, and milkshakes! We’ll be happy to help!",,,
FAQ,Do you do catering? 😊,"Yes, we cater for small and medium events around Nairobi.",,,
FAQ,Do you serve alcohol?,"Nope, we’re all about great coffee, smoothies, and milkshakes!",,,
FAQ,Do you offer student discounts?,Sometimes! Keep an eye on our social media for offers.,,,
FAQ,Do you have daily specials? 😊,Yes! Check out our Lunch Boost and Coffee & Cake promos.,,,
FAQ,Can I charge my phone there? 😊,"Sure, there are charging outlets at most tables. We’ll be happy to help!",,,
FAQ,Do you have daily specials?,Yes! Check out our Lunch Boost and Coffee & Cake promos.,,,
FAQ,Do you have daily specials?,Yes! Check out our Lunch Boost and Coffee & Cake promos. We’ll be happy to help!,,,
FAQ,Do you have sugar‑free drinks?,"Yes, we’ve got sugar‑free juices and coffees on request.",,,
FAQ,Do you offer student discounts?,Sometimes! Keep an eye on our social media for offers. We’ll be happy to help!,,,
FAQ,Do you offer gift vouchers?,"Yup, we do! Great idea for birthdays and anniversaries. We’ll be happy to help!",,,
FAQ,What’s your most popular meal?,Our Classic Burger and Chicken Curry are crowd favorites! We’ll be happy to help!,,,
FAQ,Do you give change in cash? 😊,"Yup, we do. Just ask your server if you need change. We’ll be happy to help!",,,
FAQ,Do you give change in cash?,"Yup, we do. Just ask your server if you need change.",,,
FAQ,Can I customize my order? 😊,Of course! Just let us know how you like it.,,,
FAQ,Do you serve breakfast?,Yes! We serve breakfast all day – from pancakes to omelets.,,,
FAQ,Do you serve alcohol? 😊,"Nope, we’re all about great coffee, smoothies, and milkshakes!",,,
FAQ,Do you do deliveries?,"Yes, we deliver through Uber Eats and Glovo around Nairobi.",,,
FAQ,Can I charge my phone there?,"Sure, there are charging outlets at most tables.",,,
FAQ,Is your food halal? 😊,"Yes, most of our meats are halal certified. We’ll be happy to help!",,,
FAQ,Do you serve alcohol? 😊,"Nope, we’re all about great coffee, smoothies, and milkshakes! We’ll be happy to help!",,,
FAQ,What’s your signature coffee?,Our Java House Double Latte is a must‑try!,,,
FAQ,Can I book for a birthday party? 😊,Absolutely! We love birthdays. Call ahead to reserve a section.,,,
FAQ,Can I book for a birthday party?,Absolutely! We love birthdays. Call ahead to reserve a section.,,,
FAQ,Do you have sugar‑free drinks?,"Yes, we’ve got sugar‑free juices and coffees on request. We’ll be happy to help!",,,
FAQ,Can I charge my phone there?,"Sure, there are charging outlets at most tables. We’ll be happy to help!",,,
FAQ,Do you serve local dishes? 😊,Yup! You’ll find Kenyan favorites like nyama choma and ugali on special days.,,,
FAQ,Is your food halal?,"Yes, most of our meats are halal certified. We’ll be happy to help!",,,
FAQ,What’s your most popular meal? 😊,Our Classic Burger and Chicken Curry are crowd favorites!,,,
FAQ,Do you serve local dishes?,Yup! You’ll find Kenyan favorites like nyama choma and ugali on special days. We’ll be happy to help!,,,
FAQ,Is your food halal?,"Yes, most of our meats are halal certified.",,,
FAQ,Do you have loyalty cards? 😊,Yup! Earn points every time you dine with us. We’ll be happy to help!,,,
FAQ,Can I pre‑order food for pickup?,Sure thing! Call ahead and we’ll have it ready for you. We’ll be happy to help!,,,
FAQ,Can I pre‑order food for pickup? 😊,Sure thing! Call ahead and we’ll have it ready for you. We’ll be happy to help!,,,
FAQ,Do you recycle or use eco‑friendly packaging? 😊,We do our best! Most of our packaging is recyclable or biodegradable.,,,
FAQ,Can I get takeaway?,Absolutely. Just ask for your meal to go! We’ll be happy to help!,,,
FAQ,Do you do catering?,"Yes, we cater for small and medium events around Nairobi. We’ll be happy to help!",,,
FAQ,Can I book for a birthday party? 😊,Absolutely! We love birthdays. Call ahead to reserve a section. We’ll be happy to help!,,,
FAQ,Can I pay with M‑Pesa? 😊,Definitely! Just use our till number at checkout.,,,
FAQ,Do you do deliveries?,"Yes, we deliver through Uber Eats and Glovo around Nairobi. We’ll be happy to help!",,,
FAQ,Do you have sugar‑free drinks? 😊,"Yes, we’ve got sugar‑free juices and coffees on request. We’ll be happy to help!",,,
FAQ,Can I customize my order?,Of course! Just let us know how you like it. We’ll be happy to help!,,,
FAQ,Can I get takeaway?,Absolutely. Just ask for your meal to go!,,,
FAQ,Do you do catering?,"Yes, we cater for small and medium events around Nairobi.",,,
FAQ,Do you offer gift vouchers? 😊,"Yup, we do! Great idea for birthdays and anniversaries. We’ll be happy to help!",,,
FAQ,Do you recycle or use eco‑friendly packaging?,We do our best! Most of our packaging is recyclable or biodegradable.,,,
FAQ,Do you serve local dishes?,Yup! You’ll find Kenyan favorites like nyama choma and ugali on special days.,,,
FAQ,Do you offer kids’ meals?,"Sure! We’ve got mini burgers, fries, and milkshakes for the little ones. We’ll be happy to help!",,,
FAQ,Can I pay with M‑Pesa? 😊,Definitely! Just use our till number at checkout. We’ll be happy to help!,,,
FAQ,Can I host a meeting there? 😊,Sure! We’ve got cozy corners perfect for meetings. We’ll be happy to help!,,,
FAQ,Do you have combo meals?,Yes! Check our Promotions sheet for current combo deals.,,,
FAQ,Can I get extra toppings on my burger?,Absolutely! Just tell our staff your preference.,,,
FAQ,Do you have seasonal specials?,"Yes, seasonal items are updated regularly in our Promotions sheet.",,,
FAQ,Are there vegan desserts?,"Yes, we have a few vegan-friendly desserts. Just ask our staff.",,,
FAQ,Can I request my coffee to be decaf?,Of course! All coffee drinks can be made decaf.,,,
FAQ,Do you offer birthday discounts?,Sometimes! Check our social media or ask our staff when booking.,,,
FAQ,Can I pay via mobile banking other than M-Pesa?,"Yes, we accept other mobile payments on request.",,,
FAQ,Is there a kids’ menu for breakfast?,Yes! Mini pancakes and omelets are available for kids.,,,
FAQ,Can I book a table for a large group?,Absolutely! Please call ahead to reserve for more than 6 people.,,,
FAQ,Do you provide utensils for takeaway orders?,"Yes, all takeaway orders come with utensils and napkins.",,,
FAQ,Can I get my meal delivered outside Nairobi?,"Currently, we deliver only within Nairobi through Glovo and Uber Eats.",,,
FAQ,Do you offer sugar-free dessert options?,"Yes, ask our staff for sugar-free desserts available today.",,,
FAQ,Can I pre-order drinks only?,Yes! You can pre-order beverages via phone or online.,,,
FAQ,Is there a quiet corner for working?,"Yes, we have a few tables perfect for work or study.",,,
FAQ,Can I add extra cheese to my sandwich?,Sure! Just let us know how much extra you’d like.,,,
FAQ,Do you have healthy salad options?,"Yes, we have a variety of fresh salads with optional protein.",,,
FAQ,Can I request a custom smoothie?,Absolutely! You can pick your fruits and add-ons.,,,
FAQ,Is there a loyalty app I can use?,"Yes, our loyalty program is accessible via our website and app.",,,
FAQ,Do you provide catering for office meetings?,"Yes, we cater for small and medium office events.",,,
FAQ,Can I make a reservation online?,"Yes, reservations can be made through our website or mobile app.",,,
FAQ,Are there nut-free options?,"Yes, we can guide you to nut-free menu items.",,,
FAQ,Can I request a specific table?,"Yes, please mention your preference when booking.",,,
FAQ,Do you offer seasonal coffee flavors?,Yes! Seasonal flavors are available; check our Promotions sheet.,,,
FAQ,Is there a happy hour?,Occasionally! Check our Promotions sheet or social media for details.,,,
FAQ,Can I order a dessert platter?,"Yes, dessert platters can be pre-ordered for parties or events.",,,
FAQ,Do you provide gluten-free bread?,"Yes, gluten-free bread is available on request.",,,
FAQ,Can I gift someone a meal voucher?,Absolutely! Gift vouchers are available for all occasions.,,,
FAQ,Do you have breakfast combos?,"Yes, we have breakfast combos served all day.",,,
FAQ,Can I order extra sides with my meal?,Of course! Extra sides can be added for an additional cost.,,,
FAQ,Do you have takeaway packaging that is eco-friendly?,"Yes, we use recyclable and biodegradable packaging where possible.",,,
FAQ,Can I pay via card without contact?,"Yes, contactless card payments are accepted.",,,
FAQ,Are there any vegan drinks?,"Yes, plant-based milk options are available for all drinks.",,,
FAQ,Can I request my food to be less spicy?,Absolutely! Just let us know your spice preference.,,,
FAQ,Do you have breakfast pastries?,"Yes! We serve croissants, muffins, and other pastries all day.",,,
FAQ,Can I book a table for tomorrow morning?,"Yes, call or book online to reserve your table for tomorrow.",,,
FAQ,Is there wheelchair access?,"Yes, our restaurant is wheelchair accessible.",,,
FAQ,Do you offer loyalty points for online orders?,Yes! Online and delivery orders earn loyalty points.,,,
FAQ,Can I order only drinks for delivery?,"Yes, beverages can be ordered alone for delivery.",,,
FAQ,Do you offer catering for birthdays?,"Yes, we provide catering packages for birthday parties.",,,
FAQ,Can I split the bill among friends?,Absolutely! Bills can be split across multiple payment methods.,,,
FAQ,Do you have special meals for dietary restrictions?,"Yes, we can accommodate many dietary needs—just ask our staff.",,,
Promotion,Single Hot Beverage + Pastry,Hot drink + pastry,,,
Promotion,2 for 1 Beef / Chicken Burger + Wedges,"Buy 2 burgers + wedges, get discount",,,
Promotion,Orange Cream Cake BOGOF,"Buy one Orange Cream Cake, get the second one free / 50% off",,,
Promotion,Java Loyalty‑App Points & Exclusive Offers,"Earn points per spend, redeem for food & drinks",,,
Info,Name,Java House,,,
Info,Branch / Location,"Lenana Road, Nairobi City, Nairobi County, Kenya",,,
Info,Contact Phone,+254 722 123 456,,,
Info,Opening Hours,"Mon–Sat: 07:00–20:30, Sun: 08:00–20:30",,,
Info,Seating Type,"Casual dining, family friendly",,,
Info,Notes,Popular for coffee and all‑day meals; accepts card and M‑Pesa.,,,
